"01-16-2025","Open PO Report by Vendor, Salesman, Date Created","From:12-18-2024 To 01-16-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Charleston","P129-1205165","Approved","01/09/2025","S129-279400","Ashton Woods - Charleston","1533 Nexton","","megan.wilson1","16,287.98"
"","Charleston","P129-1204547","Approved","01/09/2025","","","","","megan.wilson1","1,524.64"
"","Charleston","P129-1204383","Approved","01/07/2025","S129-276480","Ashton Woods - Charleston","1549 Nexton","","megan.wilson1","16,217.43"
"","Charleston","P129-1203532","Approved","01/02/2025","","","","","megan.wilson1","1,067.50"
"","Charleston","P129-1203181","Approved","12/30/2024","S129-276306","Dan Ryan Builders - Charleston","7 Grants","","megan.wilson1","286.93"
"","Charleston","P129-1201866","Approved","12/19/2024","","Dan Ryan Builders - Charleston","","","janine.lacertosa","60.00"
"","Charleston","P129-1201858","Approved","12/19/2024","S129-273593","K. Hovnanian - Charleston","2 Stono Village","","megan.wilson1","273.00"
"","Wilmington","P126-1207114","Approved","01/16/2025","S126-282580","Adams Homes - Wilmington","20 Bluffs Point","","ryka.heath.wil","1,374.51"
"","Wilmington","P126-1207083","Approved","01/16/2025","S126-282528","Adams Homes - Wilmington","4 Bluffs Point","","ryka.heath.wil","1,368.17"
"","Wilmington","P126-1206928","Approved","01/16/2025","S126-282174","Adams Homes - Wilmington","18 Bluffs Point","","ryka.heath.wil","2,108.20"
"","Wilmington","P126-1206290","Approved","01/14/2025","S126-281429","Mungo Homes - Wilmington","109 Grand Park TH","","kristina.raynor.wil","279.35"
"","Wilmington","P126-1206251","Approved","01/14/2025","S126-281337","Mungo Homes - Wilmington","110 Grand Park TH","","kristina.raynor.wil","279.35"
"","Wilmington","P126-1206140","Approved","01/14/2025","S126-281092","Spire Builders, LLC - Wilmington","27 Chambray at Carolina Colours","","angel.wilmington","657.20"
"","Wilmington","P126-1205515","Approved","01/13/2025","S126-280200","Pulte Home Company, LLC  - Wilmington","1254 Riverlights Haven Exp.","","angel.wilmington","504.83"
"","Wilmington","P126-1205415","Approved","01/10/2025","S126-279938","Mungo Homes - Wilmington","86 Grand Park","","kristina.raynor.wil","822.98"
"","Wilmington","P126-1205274","Approved","01/10/2025","S126-279695","New Leaf Builders - Wilmington","139 Riversea","","angel.wilmington","10,130.96"
"","Wilmington","P126-1205232","Approved","01/09/2025","S126-279599","Mungo Homes - Wilmington","89 Grand Park","","kristina.raynor.wil","279.35"
"","Wilmington","P126-1201471","Approved","12/18/2024","S126-272904","Mungo Homes - Wilmington","236 Grand Park TH","","kristina.raynor.wil","279.35"
"","Wilmington","P126-1201418","Approved","12/18/2024","S126-272866","Mungo Homes - Wilmington","235 Grand Park TH","","kristina.raynor.wil","235.40"
"","Wilmington","P126-1201346","Approved","12/18/2024","S126-272806","Mungo Homes - Wilmington","234 Grand Park TH","","kristina.raynor.wil","279.35"
"","Greensboro","P125-1203176","Approved","12/30/2024","S125-276293","Sagamore Homes - Greensboro","1 Loch Drive","","erica.smith","91.49"
"","Charlotte","P124-1207126","Approved","01/16/2025","S124-282596","Stanley Martin Homes - Charlotte","67 Retreat at Laurelbrook","","nancy.gomez","29.86"
"","Charlotte","P124-1207108","Approved","01/16/2025","S124-282552","ResiBuilt - Charlotte","144 Westhall","","nancy.gomez","14.93"
"","Charlotte","P124-1207036","Approved","01/16/2025","S124-282450","Lennar - Charlotte","176 Summerlyn Village","","katesia.moss","117.92"
"","Charlotte","P124-1206992","Approved","01/16/2025","S124-279450","Lennar - Charlotte","12 Winecoff Village","","lisa.drye","17.58"
"","Charlotte","P124-1206987","Approved","01/16/2025","S124-282354","Pulte Home Company, LLC  - Charlotte","129 Bryton","","nancy.gomez","14.93"
"","Charlotte","P124-1206970","Approved","01/16/2025","S124-282331","Mill Creek Residential - Charlotte","107 Amavi-3TH","","katesia.moss","119.30"
"","Charlotte","P124-1206942","Approved","01/16/2025","S124-282259","Lennar - Charlotte","13 Winecoff Village","","katesia.moss","58.96"
"","Charlotte","P124-1206265","Approved","01/14/2025","S124-281400","Lennar - Charlotte","115 Roselyn Meadows","","gloria.martinez","1,850.21"
"","Charlotte","P124-1206235","Approved","01/14/2025","S124-281282","Lennar - Charlotte","113 Roselyn Orchards","","gloria.martinez","1,627.44"
"","Charlotte","P124-1206199","Approved","01/14/2025","S124-281240","Lennar - Charlotte","169 Sullivan Farm","","james.raby1","1,182.39"
"","Charlotte","P124-1206155","Approved","01/14/2025","S124-281093","Lennar - Charlotte","112 Roselyn Meadows","","gloria.martinez","1,986.52"
"","Charlotte","P124-1206067","Approved","01/14/2025","S124-280951","Lennar - Charlotte","8 Winecoff Village","","james.raby1","1,221.95"
"","Charlotte","P124-1205928","Approved","01/13/2025","S124-280785","Lennar - Charlotte","15 Winecoff Village","","james.raby1","1,414.77"
"","Charlotte","P124-1205717","Approved","01/13/2025","S124-280572","Dream Finders Homes - Charlotte","40 Wingate","","katesia.moss","15.58"
"","Charlotte","P124-1205693","Approved","01/13/2025","S124-277608","Holliday Homes - Charlotte","606 Walnut","","lisa.drye","90.40"
"","Charlotte","P124-1205599","Approved","01/13/2025","S124-280312","Lennar - Charlotte","168 Sullivan Farm","","james.raby1","1,030.60"
"","Charlotte","P124-1205511","Approved","01/13/2025","S124-280223","Pulte Home Company, LLC  - Charlotte","61 SOUTH VILLAGE","","nancy.gomez","104.09"
"","Charlotte","P124-1205296","Approved","01/10/2025","S124-279659","Lennar - Charlotte","175 Summerlyn Village","","james.raby1","1,993.75"
"","Charlotte","P124-1205147","Approved","01/09/2025","S124-279413","Lennar - Charlotte","6 Winecoff Village","","james.raby1","1,289.33"
"","Charlotte","P124-1205130","Approved","01/09/2025","S124-279396","Lennar - Charlotte","100 Roselyn Orchards","","gloria.martinez","1,960.41"
"","Charlotte","P124-1205097","Approved","01/09/2025","S124-279302","Lennar - Charlotte","114 Roselyn Orchards","","gloria.martinez","1,960.41"
"","Charlotte","P124-1205016","Approved","01/08/2025","S124-279200","Lennar - Charlotte","14 Winecoff Village","","james.raby1","1,396.79"
"","Charlotte","P124-1204982","Approved","01/08/2025","S124-279158","Pulte Home Company, LLC  - Charlotte","364 Parkside","","nancy.gomez","14.93"
"","Charlotte","P124-1204828","Approved","01/08/2025","S124-278952","Lennar - Charlotte","197 Summerlyn Village","","katesia.moss","353.76"
"","Charlotte","P124-1204502","Approved","01/07/2025","S124-278523","Holliday Homes - Charlotte","606 Walnut","","katesia.moss","0.20"
"","Charlotte","P124-1203908","Finalized","01/06/2025","S124-277608","Holliday Homes - Charlotte","606 Walnut","","lisa.drye","491.40"
"","Charlotte","P124-1203660","Approved","01/03/2025","S124-277206","Mill Creek Residential - Charlotte","133 Amavi-3TH","","james.raby1","4,091.89"
"","Charlotte","P124-1203556","Approved","01/02/2025","S124-277018","Stanley Martin Homes - Charlotte","213 Heritage","","lisa.drye","10,377.34"
"","Charlotte","P124-1203551","Approved","01/02/2025","S124-277070","Lennar - Charlotte","198 Summerlyn Village","","katesia.moss","57.28"
"","Charlotte","P124-1203445","Approved","01/02/2025","S124-276745","Stanley Martin Homes - Charlotte","214 Heritage","","lisa.drye","9,737.84"
"","Charlotte","P124-1202527","Approved","12/23/2024","S124-274949","Lennar - Charlotte","154 Sullivan Farm","","james.raby1","1,292.73"
"","Charlotte","P124-1201391","Approved","12/18/2024","S124-272845","Lennar - Charlotte","201 Summerlyn Village","","katesia.moss","172.58"
"","Greenville","P121-1207109","Approved","01/16/2025","S121-282557","Great Southern Homes - Greenville","22 Shiloh Trail","","carrington.fleming","1,512.50"
"","Greenville","P121-1206993","Approved","01/16/2025","S121-282181","Hunter Quinn- Greenville","7 Renaissance Place","","diana.rodriguez","42.23"
"","Greenville","P121-1206947","Approved","01/16/2025","S121-282278","Great Southern Homes - Greenville","75 Wendover Townes","","carrington.fleming","7.81"
"","Greenville","P121-1206946","Approved","01/16/2025","S121-282270","Great Southern Homes - Greenville","74 Wendover Townes","","carrington.fleming","7.81"
"","Greenville","P121-1206945","Approved","01/16/2025","S121-282265","Great Southern Homes - Greenville","73 Wendover Townes","","carrington.fleming","15.62"
"","Greenville","P121-1206944","Approved","01/16/2025","S121-282262","Great Southern Homes - Greenville","72 Wendover Townes","","carrington.fleming","15.62"
"","Greenville","P121-1206940","Approved","01/16/2025","S121-282260","Great Southern Homes - Greenville","71 Wendover Townes","","carrington.fleming","15.62"
"","Greenville","P121-1206939","Approved","01/16/2025","S121-282255","Great Southern Homes - Greenville","70 Wendover Townes","","carrington.fleming","15.62"
"","Greenville","P121-1206937","Approved","01/16/2025","S121-282242","Great Southern Homes - Greenville","15 Shiloh Trail","","carrington.fleming","19.68"
"","Greenville","P121-1206919","Approved","01/16/2025","S121-282102","Toll Brothers - Greenville","22 Hudson Pointe","","carrington.fleming","10,474.13"
"","Greenville","P121-1206916","Approved","01/16/2025","S121-282198","Hunter Quinn- Greenville","8 Renaissance Place","","carrington.fleming","159.56"
"","Greenville","P121-1206842","Approved","01/15/2025","S121-281991","Toll Brothers - Greenville","19 Hudson Pointe","","carrington.fleming","9,438.63"
"","Greenville","P121-1206786","Approved","01/15/2025","S121-281950","Great Southern Homes - Greenville","16 Shiloh Trail","","carrington.fleming","111.74"
"","Greenville","P121-1206693","Approved","01/15/2025","S121-281855","Hunter Quinn- Greenville","2 Double Springs","","diana.rodriguez","229.84"
"","Greenville","P121-1206660","Approved","01/15/2025","S121-281770","Toll Brothers - Greenville","18 Hudson Pointe","","carrington.fleming","9,242.48"
"","Greenville","P121-1206525","Approved","01/15/2025","S121-281658","Toll Brothers - Greenville","16 Hudson Pointe","","carrington.fleming","10,446.31"
"","Greenville","P121-1206384","Approved","01/15/2025","S121-281576","Great Southern Homes - Greenville","41 Hazelwood","","carrington.fleming","1,314.46"
"","Greenville","P121-1206315","Approved","01/14/2025","S121-281500","Great Southern Homes - Greenville","20 Shiloh Trail","","carrington.fleming","1,769.16"
"","Greenville","P121-1206280","Approved","01/14/2025","S121-281410","Great Southern Homes - Greenville","33 Hazelwood","","carrington.fleming","1,203.51"
"","Greenville","P121-1206257","Approved","01/14/2025","S121-279976","Great Southern Homes - Greenville","22 Hazelwood","","carrington.fleming","1,173.31"
"","Greenville","P121-1206203","Approved","01/14/2025","S121-281265","Great Southern Homes - Greenville","20 Hazelwood","","carrington.fleming","1,011.36"
"","Greenville","P121-1206187","Approved","01/14/2025","S121-281171","Great Southern Homes - Greenville","21 Hazelwood","","carrington.fleming","1,182.76"
"","Greenville","P121-1205910","Approved","01/13/2025","S121-280754","Hunter Quinn- Greenville","3 Double Springs","","carrington.fleming","1,055.43"
"","Greenville","P121-1205533","Approved","01/13/2025","S121-280247","Great Southern Homes - Greenville","19 Hazelwood","","carrington.fleming","1,204.91"
"","Greenville","P121-1205387","Approved","01/10/2025","S121-279797","Great Southern Homes - Greenville","18 Shiloh Trail","","carrington.fleming","2,327.14"
"","Greenville","P121-1205316","Approved","01/10/2025","S121-279772","Great Southern Homes - Greenville","126 Shiloh Trail","","carrington.fleming","611.02"
"","Greenville","P121-1205304","Approved","01/10/2025","S121-279750","Great Southern Homes - Greenville","123 Shiloh Trail","","carrington.fleming","901.32"
"","Greenville","P121-1205265","Approved","01/09/2025","S121-279678","Great Southern Homes - Greenville","44 Hazelwood","","carrington.fleming","61.40"
"","Greenville","P121-1205227","Approved","01/09/2025","S121-279591","Great Southern Homes - Greenville","46 Hazelwood","","carrington.fleming","1,309.26"
"","Greenville","P121-1205139","Approved","01/09/2025","S121-278899","Hunter Quinn- Greenville","973 Andersonville Road","","carrington.fleming","1,096.64"
"","Greenville","P121-1205031","Approved","01/08/2025","S121-279220","ResiBuilt - Greenville","113 George Creek Village","","carrington.fleming","2,768.56"
"","Greenville","P121-1205005","Approved","01/08/2025","S121-279175","ResiBuilt - Greenville","110 George Creek Village","","carrington.fleming","4,374.36"
"","Greenville","P121-1204969","Approved","01/08/2025","S121-279113","ResiBuilt - Greenville","111 George Creek Village","","carrington.fleming","1,946.56"
"","Greenville","P121-1204958","Approved","01/08/2025","S121-279043","ResiBuilt - Greenville","112 George Creek Village","","carrington.fleming","3,544.74"
"","Greenville","P121-1204555","Approved","01/07/2025","S121-278663","Hunter Quinn- Greenville","3 Laurens County","","carrington.fleming","190.96"
"","Greenville","P121-1204549","Approved","01/07/2025","S121-278617","Great Southern Homes - Greenville","19 Shiloh Trail","","carrington.fleming","1,125.92"
"","Greenville","P121-1204527","Approved","01/07/2025","S121-278578","Fairview Custom Homes- Greenville","Gaulin Residence","","carrington.fleming","2,843.65"
"","Greenville","P121-1204508","Approved","01/07/2025","S121-278420","ResiBuilt - Greenville","106 George Creek Village","","carrington.fleming","2,081.69"
"","Greenville","P121-1204406","Approved","01/07/2025","S121-278272","ResiBuilt - Greenville","104 George Creek Village","","carrington.fleming","1,912.00"
"","Greenville","P121-1204256","Approved","01/06/2025","S121-278052","Hunter Quinn- Greenville","3 Laurens County","","diana.rodriguez","97.29"
"","Greenville","P121-1204255","Approved","01/06/2025","S121-278049","Hunter Quinn- Greenville","1 Laurens County","","diana.rodriguez","97.29"
"","Greenville","P121-1203553","Approved","01/02/2025","S121-277036","Great Southern Homes - Greenville","17 Shiloh Trail","","carrington.fleming","1,451.02"
"","Greenville","P121-1203436","Approved","01/02/2025","S121-275480","Hunter Quinn- Greenville","91 Oconee County","","carrington.fleming","1,553.72"
"","Greenville","P121-1203293","Approved","12/30/2024","S121-276498","Hunter Quinn- Greenville","8 Renaissance Place","","carrington.fleming","1,192.18"
"","Greenville","P121-1203227","Approved","12/30/2024","S121-276393","Meritage - Greenville","799 Arden Woods","","carrington.fleming","89.76"
"","Greenville","P121-1203054","Approved","12/26/2024","S121-276063","Hunter Quinn- Greenville","4 Anderson County","","carrington.fleming","1,576.34"
"","Greenville","P121-1202925","Approved","12/26/2024","S121-275830","Hunter Quinn- Greenville","1 Greenville County","","carrington.fleming","1,576.34"
"","Greenville","P121-1202346","Approved","12/23/2024","S121-272998","Great Southern Homes - Greenville","42 Hazelwood","","carrington.fleming","316.80"
"","Greenville","P121-1202344","Approved","12/23/2024","S121-272998","Great Southern Homes - Greenville","42 Hazelwood","","carrington.fleming","920.86"
"","Greenville","P121-1202267","Approved","12/23/2024","S121-274625","Great Southern Homes - Greenville","37 Wendover Village","","carrington.fleming","15.42"
"","Greenville","P121-1202193","Approved","12/20/2024","S121-274395","Build On Your Land, LLC - Greenville","Boydk","","carrington.fleming","10,646.32"
"","Greenville","P121-1201712","Order Partially Received","12/19/2024","S121-273132","Hunter Quinn- Greenville","1 Laurens County","","carrington.fleming","1,634.44"
"","Raleigh","P120-1207106","Approved","01/16/2025","S120-282531","Caruso Homes, Inc. - Raleigh","01 Sauls Landing","","linda.clifton","488.85"
"","Raleigh","P120-1207070","Approved","01/16/2025","S120-282468","Caruso Homes, Inc. - Raleigh","01 Sauls Landing","","linda.clifton","499.78"
"","Raleigh","P120-1207066","Approved","01/16/2025","S120-282498","Stanley Martin Homes - Raleigh","98 Grove","","luz.arceo","133.65"
