"03-27-2025","Open PO Report by Vendor, Salesman, Date Created","From:01-27-2025 To 03-27-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Raleigh","P120-1221326","Approved","03/12/2025","S120-306630","Adams Homes - North Raleigh Division","30 Harvest Creek","","ryka.heath","3,474.77"
"","Raleigh","P120-1221317","Approved","03/12/2025","S120-306613","RiverWild Homes - Raleigh","45 Marin Woods TH","","patricia.johnson","2,313.98"
"","Raleigh","P120-1221273","Approved","03/12/2025","S120-306544","Stanley Martin Homes - Raleigh","27 Williams Grove","","faith.hudson","8,619.96"
"","Raleigh","P120-1221203","Approved","03/12/2025","S120-306470","Stanley Martin Homes - Raleigh","26 Williams Grove","","faith.hudson","8,716.34"
"","Raleigh","P120-1221125","Approved","03/12/2025","S120-306400","Adams Homes - North Raleigh Division","24 Magnolia Estates","","ryka.heath","58.80"
"","Raleigh","P120-1221099","Approved","03/12/2025","S120-306382","Adams Homes - North Raleigh Division","32 Magnolia Estates","","ryka.heath","22.01"
"","Raleigh","P120-1221094","Approved","03/12/2025","S120-306359","RiverWild Homes - Raleigh","44 Marin Wood TH","","patricia.johnson","2,336.60"
"","Raleigh","P120-1221064","Approved","03/12/2025","S120-306280","Adams Homes - South Raleigh Division","91 Elk Creek","","ryka.heath","4,154.08"
"","Raleigh","P120-1221053","Order Partially Received","03/12/2025","S120-306288","Toll Brothers - Raleigh","88 Regency @ Old Towne","","patricia.johnson","97.02"
"","Raleigh","P120-1220980","Approved","03/12/2025","S120-306175","Meritage - Raleigh","294 Oak Manor","","linda.clifton","4,974.72"
"","Raleigh","P120-1220936","Approved","03/12/2025","S120-306169","Alpha Contracting And Real Estate Group, LLC- Raleigh","317 Whitfield","","patricia.johnson","2,517.50"
"","Raleigh","P120-1220878","Approved","03/12/2025","S120-306166","Sharpe Building Co. - Raleigh","Greenville Ample Storage","","kristina.raynor.ral","60.36"
"","Raleigh","P120-1220876","Approved","03/12/2025","S120-306163","Sharpe Building Co. - Raleigh","Erwin Ample Storage","","kristina.raynor.ral","60.36"
"","Raleigh","P120-1220822","Approved","03/11/2025","S120-306058","Stanley Martin Homes - Raleigh","106 Falls Village","","faith.hudson","5,108.41"
"","Raleigh","P120-1220820","Approved","03/11/2025","S120-305945","KB Home - Raleigh","106 Preserve @ Jones Dairy","","ashley.weaver","163.02"
"","Raleigh","P120-1220818","Approved","03/11/2025","S120-306029","Lennar - Raleigh","4 Caitlin Crossing","","britney.pierson","1,053.67"
"","Raleigh","P120-1220744","Approved","03/11/2025","S120-305891","Lennar - Raleigh","755 Edge of Auburn","","britney.pierson","1,721.99"
"","Raleigh","P120-1220739","Finalized","03/11/2025","S120-305948","KB Home - Raleigh","196 Preserve @ Jones Dairy","","yamileth.vargas","69.23"
"","Raleigh","P120-1220727","Approved","03/11/2025","S120-305918","Meritage - Raleigh","293 Oak Manor","","linda.clifton","5,123.03"
"","Raleigh","P120-1220693","Approved","03/11/2025","S120-305743","Lennar - Raleigh","8 Caitlin Crossing","","britney.pierson","1,027.38"
"","Raleigh","P120-1220687","Approved","03/11/2025","S120-305810","Toll Brothers - Raleigh","6 Millstone","","patricia.johnson","12,563.78"
"","Raleigh","P120-1220628","Approved","03/11/2025","S120-305580","Lennar - Raleigh","793 Edge of Auburn","","britney.pierson","1,506.21"
"","Raleigh","P120-1220602","Approved","03/11/2025","S120-305589","Toll Brothers - Raleigh","12 Millstone","","patricia.johnson","13,038.29"
"","Raleigh","P120-1220569","Approved","03/11/2025","S120-305442","Lennar - Raleigh","3 Caitlin Crossing","","britney.pierson","1,021.39"
"","Raleigh","P120-1220545","Approved","03/10/2025","S120-305449","Toll Brothers - Raleigh","11 Millstone","","patricia.johnson","14,973.25"
"","Raleigh","P120-1220527","Approved","03/10/2025","S120-305180","Lennar - Raleigh","2 Caitlin Crossing","","britney.pierson","1,253.37"
"","Raleigh","P120-1220400","Approved","03/10/2025","S120-305175","Stanley Martin Homes - Raleigh","30 Williams Grove","","faith.hudson","9,032.81"
"","Raleigh","P120-1220270","Approved","03/10/2025","S120-305130","RiverWild Homes - Raleigh","43 Marin Woods TH","","patricia.johnson","1,460.02"
"","Raleigh","P120-1220207","Approved","03/10/2025","S120-305079","RiverWild Homes - Raleigh","42 Marin Woods TH","","patricia.johnson","1,502.56"
"","Raleigh","P120-1220188","Approved","03/10/2025","S120-304902","Lennar - Raleigh","163 Annandale","","britney.pierson","1,388.38"
"","Raleigh","P120-1220171","Approved","03/10/2025","S120-305007","New Home Inc. LLC - Raleigh","32 Duncans Creek","","ryka.heath","3,618.59"
"","Raleigh","P120-1220098","Approved","03/10/2025","S120-304972","Stanley Martin Homes - Raleigh","21 Williams Grove","","faith.hudson","8,347.01"
"","Raleigh","P120-1220080","Approved","03/10/2025","S120-304941","RiverWild Homes - Raleigh","41 Marin Woods TH","","patricia.johnson","2,348.98"
"","Raleigh","P120-1220019","Approved","03/10/2025","S120-304850","New Home Inc. LLC - Raleigh","16 Sippihaw Springs","","ryka.heath","33.58"
"","Raleigh","P120-1219900","Approved","03/07/2025","S120-304647","Adams Homes - South Raleigh Division","2 Elk Creek","","ryka.heath","3,743.65"
"","Raleigh","P120-1219883","Approved","03/07/2025","S120-304564","Scott Lee Homes, Inc - Raleigh","66 Kamdon Ranch","","linda.clifton","5,479.37"
"","Raleigh","P120-1219861","Approved","03/07/2025","S120-304518","Lennar - Raleigh","166 Annandale","","britney.pierson","1,363.28"
"","Raleigh","P120-1219848","Approved","03/07/2025","S120-304535","Adams Homes - South Raleigh Division","41 Elk Creek","","ryka.heath","3,999.23"
"","Raleigh","P120-1219811","Order Partially Received","03/07/2025","S120-304444","Adams Homes - North Raleigh Division","26 Ellington Estates","","ryka.heath","268.60"
"","Raleigh","P120-1219728","Approved","03/06/2025","S120-304271","KB Home - Raleigh","270 Turkey Ridge","","ashley.weaver","148.22"
"","Raleigh","P120-1219724","Approved","03/06/2025","S120-304220","Scott Lee Homes, Inc - Raleigh","65 Kamdon Ranch","","linda.clifton","5,760.71"
"","Raleigh","P120-1219647","Approved","03/06/2025","S120-304137","Adams Homes - South Raleigh Division","40 Elk Creek","","ryka.heath","4,118.88"
"","Raleigh","P120-1219645","Approved","03/06/2025","S120-304019","Lennar - Raleigh","794 Edge of Auburn","","britney.pierson","1,356.14"
"","Raleigh","P120-1219629","Approved","03/06/2025","S120-304118","KB Home - Raleigh","238 Turkey Ridge","","ashley.weaver","120.72"
"","Raleigh","P120-1219627","Approved","03/06/2025","S120-304120","KB Home - Raleigh","239 Turkey Ridge","","faith.hudson","117.05"
"","Raleigh","P120-1219614","Approved","03/06/2025","S120-304080","Adams Homes - South Raleigh Division","39 Elk Creek","","ryka.heath","4,030.73"
"","Raleigh","P120-1219589","Approved","03/06/2025","S120-304030","Adams Homes - South Raleigh Division","37 Elk Creek","","ryka.heath","4,403.00"
"","Raleigh","P120-1219495","Approved","03/05/2025","S120-303837","KB Home - Raleigh","227 Turkey Ridge","","faith.hudson","120.72"
"","Raleigh","P120-1219488","Approved","03/05/2025","S120-303796","KB Home - Raleigh","142 Preserve @ Jones Dairy","","faith.hudson","171.76"
"","Raleigh","P120-1219448","Approved","03/05/2025","S120-303681","KB Home - Raleigh","127 Preserve @ Jones Dairy","","faith.hudson","111.78"
"","Raleigh","P120-1219443","Approved","03/05/2025","S120-303673","Mungo Homes - Raleigh","10 Olivet","","ashley.weaver","241.90"
"","Raleigh","P120-1219442","Approved","03/05/2025","S120-303676","Lennar - Raleigh","869 Edge of Auburn","","britney.pierson","1,866.23"
"","Raleigh","P120-1219421","Approved","03/05/2025","S120-303696","Alpha Contracting And Real Estate Group, LLC- Raleigh","808 Brighton","","patricia.johnson","5,456.38"
"","Raleigh","P120-1219301","Approved","03/05/2025","S120-303566","KB Home - Raleigh","3 Preserve @ Jones Dairy","","faith.hudson","257.64"
"","Raleigh","P120-1219289","Approved","03/05/2025","S120-303590","Lennar - Raleigh","868 Edge of Auburn","","britney.pierson","1,823.07"
"","Raleigh","P120-1219142","Approved","03/05/2025","S120-303466","Lennar - Raleigh","870 Edge of Auburn","","britney.pierson","1,602.06"
"","Raleigh","P120-1219069","Order Partially Received","03/05/2025","S120-303400","RiverWild Homes - Raleigh","40 Marin Woods TH","","patricia.johnson","2,148.01"
"","Raleigh","P120-1219053","Approved","03/05/2025","S120-303347","Lennar - Raleigh","871 Edge of Auburn","","britney.pierson","2,178.61"
"","Raleigh","P120-1219023","Order Partially Received","03/05/2025","S120-303342","RiverWild Homes - Raleigh","39 Marin Woods TH","","patricia.johnson","2,204.10"
"","Raleigh","P120-1218946","Approved","03/04/2025","S120-303101","RiverWild Homes - Raleigh","3 Marin Woods","","yamileth.vargas","5.27"
"","Raleigh","P120-1218940","Approved","03/04/2025","S120-302958","Mungo Homes - Raleigh","21 Maison Ridge","","ashley.weaver","698.30"
"","Raleigh","P120-1218892","Approved","03/04/2025","S120-302917","Lennar - Raleigh","43 Finley Landing","","britney.pierson","990.00"
"","Raleigh","P120-1218887","Approved","03/04/2025","S120-302814","Grand Tradition LLC - Raleigh","24 Pearl St TH","","marcie.godfrey","3,646.24"
"","Raleigh","P120-1218868","Approved","03/04/2025","S120-302745","Lennar - Raleigh","167 Annandale","","britney.pierson","1,608.12"
"","Raleigh","P120-1218867","Approved","03/04/2025","S120-302812","Meritage - Raleigh","85 River Glen","","linda.clifton","4,267.04"
"","Raleigh","P120-1218848","Approved","03/04/2025","S120-302781","Gammon Construction - Raleigh","6 Rollins Acres","","patricia.johnson","2,583.97"
"","Raleigh","P120-1218838","Approved","03/04/2025","S120-302734","Grand Tradition LLC - Raleigh","23 Pearl St TH","","marcie.godfrey","3,136.03"
"","Raleigh","P120-1218798","Approved","03/04/2025","S120-302670","Gammon Construction - Raleigh","5 Rollins Acres","","patricia.johnson","2,814.54"
"","Raleigh","P120-1218796","Approved","03/04/2025","S120-302623","Grand Tradition LLC - Raleigh","22 Pearl St TH","","marcie.godfrey","3,100.69"
"","Raleigh","P120-1218771","Approved","03/04/2025","S120-302506","Lennar - Raleigh","233 Annandale","","britney.pierson","1,216.84"
"","Raleigh","P120-1218760","Approved","03/04/2025","S120-302572","Meritage - Raleigh","84 River Glen","","linda.clifton","4,594.05"
"","Raleigh","P120-1218742","Approved","03/04/2025","S120-302451","Grand Tradition LLC - Raleigh","21 Pearl St TH","","marcie.godfrey","3,155.64"
"","Raleigh","P120-1218685","Approved","03/04/2025","S120-287018","RiverWild Homes - Raleigh","9 Mason Landing","","patricia.johnson","4,232.04"
"","Raleigh","P120-1218650","Approved","03/03/2025","S120-302321","HMT Construction LLC - Raleigh","147 Tracy Lane","","faith.hudson","3,316.93"
"","Raleigh","P120-1218647","Approved","03/03/2025","S120-302192","Lennar - Raleigh","796 Edge of Auburn","","britney.pierson","1,271.99"
"","Raleigh","P120-1218556","Approved","03/03/2025","S120-301967","Lennar - Raleigh","795 Edge of Auburn","","britney.pierson","1,293.91"
"","Raleigh","P120-1218225","Approved","03/03/2025","S120-301684","Lennar - Raleigh","10 Finley Landing","","britney.pierson","979.68"
"","Raleigh","P120-1218117","Approved","03/03/2025","S120-301626","Adams Homes - North Raleigh Division","41 Harvest Creek","","ryka.heath","3,914.15"
"","Raleigh","P120-1218056","Approved","03/03/2025","S120-301367","Lennar - Raleigh","44 Finley Landing","","britney.pierson","985.12"
"","Raleigh","P120-1217852","Approved","02/28/2025","S120-301218","Lennar - Raleigh","873 Edge of Auburn","","britney.pierson","1,866.23"
"","Raleigh","P120-1217796","Approved","02/28/2025","S120-301153","UNIQUELY SOUTHERN HOMES LLC - Raleigh","31 Lafayette","","ryka.heath","3,468.01"
"","Raleigh","P120-1217743","Approved","02/27/2025","S120-301036","Meritage - Raleigh","219 Grove @ Wendell","","susan.carroll","2,918.32"
"","Raleigh","P120-1217715","Approved","02/27/2025","S120-300958","Lennar - Raleigh","14 Franklin TH","","britney.pierson","1,013.62"
"","Raleigh","P120-1217675","Approved","02/27/2025","S120-300851","Lennar - Raleigh","19 Franklin TH","","britney.pierson","1,319.26"
"","Raleigh","P120-1217651","Approved","02/27/2025","S120-300825","Meritage - Raleigh","218 Grove @ Wenell","","susan.carroll","2,125.97"
"","Raleigh","P120-1217649","Approved","02/27/2025","S120-300824","Lennar - Raleigh","16 Franklin TH","","britney.pierson","1,160.37"
"","Raleigh","P120-1217630","Approved","02/27/2025","S120-300672","Meritage - Raleigh","217 Grove @ Wendell TH","","susan.carroll","1,849.71"
"","Raleigh","P120-1217619","Approved","02/27/2025","S120-300630","Lennar - Raleigh","18 Franklin TH","","britney.pierson","1,160.37"
"","Raleigh","P120-1217586","Order Partially Received","02/27/2025","S120-300621","Mungo Homes - Raleigh","24 Maison Ridge","","kristina.raynor.ral","17.84"
"","Raleigh","P120-1217561","Approved","02/27/2025","S120-300474","Lennar - Raleigh","15 Franklin TH","","britney.pierson","1,006.50"
"","Raleigh","P120-1217546","Approved","02/27/2025","S120-299793","Mungo Homes - Raleigh","23 Maison Ridge","","faith.hudson","959.65"
"","Raleigh","P120-1217489","Approved","02/26/2025","S120-300109","Lennar - Raleigh","17 Franklin TH","","britney.pierson","874.19"
"","Raleigh","P120-1217476","Approved","02/26/2025","S120-300095","Adams Homes - North Raleigh Division","28 Harvest Creek","","ryka.heath","4,454.84"
"","Raleigh","P120-1217469","Approved","02/26/2025","S120-300105","Mill Creek Residential - Raleigh","18 Amavi Creek TH","","kristina.raynor.ral","46.11"
"","Raleigh","P120-1217464","Approved","02/26/2025","S120-300044","Meritage - Raleigh","216 Grove @ Wendell TH","","susan.carroll","1,819.67"
"","Raleigh","P120-1217447","Approved","02/26/2025","S120-299980","Adams Homes - North Raleigh Division","7 Harvest Creek","","ryka.heath","4,007.32"
"","Raleigh","P120-1217367","Approved","02/26/2025","S120-299778","Lennar - Raleigh","754 Edge of Auburn","","britney.pierson","1,272.77"
"","Raleigh","P120-1217299","Approved","02/26/2025","S120-299672","Meritage - Raleigh","215 Grove @ Wendell","","susan.carroll","1,916.70"
"","Raleigh","P120-1217296","Approved","02/26/2025","S120-299687","Lennar - Raleigh","797 Edge of Auburn","","britney.pierson","1,507.04"
"","Raleigh","P120-1217214","Approved","02/26/2025","S120-299540","Mungo Homes - Raleigh","9 Olivet","","faith.hudson","498.98"
"","Raleigh","P120-1217055","Approved","02/26/2025","S120-299448","New Home Inc. LLC - Raleigh","16 Gardner Farms","","ryka.heath","5,171.56"
"","Raleigh","P120-1216986","Approved","02/26/2025","S120-299369","RiverWild Homes - Raleigh","122 Ashcroft","","patricia.johnson","3,384.07"
"","Raleigh","P120-1216858","Approved","02/25/2025","S120-299062","Lennar - Raleigh","872 Edge of Auburn","","britney.pierson","1,598.17"
"","Raleigh","P120-1216822","Approved","02/25/2025","S120-298968","Lennar - Raleigh","743 Edge of Auburn","","britney.pierson","1,928.50"
"","Raleigh","P120-1216815","Approved","02/25/2025","S120-298982","Meritage - Raleigh","214 Grove @ Wendell TH","","susan.carroll","1,699.75"
"","Raleigh","P120-1216777","Approved","02/25/2025","S120-298827","Lennar - Raleigh","744 Edge of Auburn","","britney.pierson","1,768.01"
"","Raleigh","P120-1216767","Approved","02/25/2025","S120-296441","Meritage - Raleigh","213 Grove @ Wendell","","susan.carroll","3,297.67"
"","Raleigh","P120-1216758","Approved","02/25/2025","S120-298862","Adams Homes - North Raleigh Division","16 Magnolia Estates","","ryka.heath","3,462.86"
"","Raleigh","P120-1216716","Approved","02/25/2025","S120-298743","Adams Homes - North Raleigh Division","22 Magnolia Estates","","ryka.heath","3,391.62"
"","Raleigh","P120-1216698","Approved","02/25/2025","S120-298443","Lennar - Raleigh","742 Edge of Auburn","","britney.pierson","1,489.39"
"","Raleigh","P120-1216597","Approved","02/24/2025","S120-298451","RiverWild Homes - Raleigh","126 Ashcroft","","patricia.johnson","3,422.87"
"","Raleigh","P120-1216553","Approved","02/24/2025","S120-298320","Mungo Homes - Raleigh","8 Olivet","","faith.hudson","645.88"
"","Raleigh","P120-1216480","Approved","02/24/2025","S120-298214","Lennar - Raleigh","237 Annandale","","britney.pierson","1,351.88"
"","Raleigh","P120-1216343","Approved","02/24/2025","S120-298032","Lennar - Raleigh","64 Finley Landing","","britney.pierson","979.68"
"","Raleigh","P120-1216294","Approved","02/24/2025","S120-298100","RiverWild Homes - Raleigh","23 Harvest Meadows","","patricia.johnson","3,528.37"
"","Raleigh","P120-1216282","Approved","02/24/2025","S120-298089","Beazer Homes - Raleigh","70 Stonewood","","kristina.raynor.ral","281.30"
"","Raleigh","P120-1216031","Approved","02/21/2025","S120-297522","Lennar - Raleigh","741 Edge of Auburn","","britney.pierson","2,322.78"
"","Raleigh","P120-1215941","Approved","02/21/2025","S120-297395","Lennar - Raleigh","740 Edge of Auburn","","britney.pierson","2,384.89"
"","Raleigh","P120-1215894","Approved","02/21/2025","S120-297320","Lennar - Raleigh","739 Edge of Auburn","","britney.pierson","1,724.90"
"","Raleigh","P120-1215819","Approved","02/20/2025","S120-296881","Lennar - Raleigh","9 Finley Landing","","britney.pierson","990.00"
"","Raleigh","P120-1215795","Approved","02/20/2025","S120-296913","Chesapeake Homes - Raleigh","22 Highgate","","linda.clifton","5,380.26"
"","Raleigh","P120-1215266","Approved","02/18/2025","S120-295760","Meritage - Raleigh","83 River Glen","","susan.carroll","4,953.63"
"","Raleigh","P120-1215248","Approved","02/18/2025","S120-295838","Lennar - Raleigh","799 Edge of Auburn","","britney.pierson","1,192.23"
"","Raleigh","P120-1215240","Partially Reconciled","02/18/2025","S120-295954","New Home Inc. LLC - Raleigh","151 Duncans Creek","","kristina.raynor.ral","0.00"
"","Raleigh","P120-1215228","Order Partially Received","02/18/2025","S120-295861","Adams Homes - South Raleigh Division","103 Annandale","","ryka.heath","6,734.73"
"","Raleigh","P120-1215165","Approved","02/18/2025","S120-295571","Lennar - Raleigh","798 Edge of Auburn","","britney.pierson","1,387.08"
"","Raleigh","P120-1215133","Approved","02/18/2025","S120-295633","Stanley Martin Homes - Raleigh","49 Williams Grove","","kristina.raynor.ral","4,121.55"
"","Raleigh","P120-1215095","Approved","02/18/2025","S120-295551","Cumberland Homes (TMD Res.) - Raleigh","3 Shade Tree Road","","faith.hudson","4,879.74"
"","Raleigh","P120-1215050","Approved","02/17/2025","S120-295370","Lennar - Raleigh","234 Annandale","","britney.pierson","1,428.44"
"","Raleigh","P120-1214996","Approved","02/17/2025","S120-295310","Lennar - Raleigh","236 Annandale","","britney.pierson","1,269.34"
"","Raleigh","P120-1214852","Approved","02/17/2025","S120-295225","Lennar - Raleigh","803 Edge of Auburn","","britney.pierson","1,437.66"
"","Raleigh","P120-1214728","Approved","02/17/2025","S120-295032","Lennar - Raleigh","804 Edge of Auburn","","britney.pierson","1,293.91"
"","Raleigh","P120-1214656","Approved","02/17/2025","S120-294987","Lennar - Raleigh","101 Franklin TH","","britney.pierson","1,006.50"
"","Raleigh","P120-1214592","Order Partially Received","02/17/2025","S120-294926","Meritage - Raleigh","291 Oak Manor","","amy.nugent","29.32"
"","Raleigh","P120-1214585","Approved","02/17/2025","S120-294607","Lennar - Raleigh","97 Franklin TH","","britney.pierson","1,361.95"
"","Raleigh","P120-1214430","Approved","02/14/2025","S120-294533","Toll Brothers - Raleigh","73 Regency @ Olde Towne","","kristina.raynor.ral","44.47"
"","Raleigh","P120-1214427","Approved","02/14/2025","S120-294477","Lennar - Raleigh","100 Franklin TH","","britney.pierson","792.69"
"","Raleigh","P120-1214239","Approved","02/13/2025","S120-294108","Lennar - Raleigh","102 Franklin TH","","britney.pierson","1,444.29"
"","Raleigh","P120-1214224","Approved","02/13/2025","S120-294077","Lennar - Raleigh","98 Franklin TH","","britney.pierson","1,154.78"
"","Raleigh","P120-1214185","Approved","02/13/2025","S120-293897","Lennar - Raleigh","99 Franklin TH","","britney.pierson","780.99"
"","Raleigh","P120-1214174","Approved","02/13/2025","S120-293922","New Home Inc. LLC - Raleigh","10 Mulhollem","","ryka.heath","4,231.56"
"","Raleigh","P120-1214172","Approved","02/13/2025","","New Home Inc. LLC - Raleigh","","","ryka.heath","4,231.56"
"","Raleigh","P120-1214116","Partially Reconciled","02/13/2025","S120-293802","Adams Homes - North Raleigh Division","27 Coolwater","","ryka.heath","0.00"
"","Raleigh","P120-1214097","Approved","02/12/2025","S120-293693","Lennar - Raleigh","738 Edge of Auburn","","britney.pierson","1,435.59"
"","Raleigh","P120-1214071","Order Partially Received","02/12/2025","S120-293709","Meritage - Raleigh","75 River Glen","","ryka.heath","164.40"
"","Raleigh","P120-1214064","Approved","02/12/2025","S120-293676","New Home Inc. LLC - Raleigh","39 Gardner Farms","","ryka.heath","4,488.18"
"","Raleigh","P120-1214039","Approved","02/12/2025","S120-293543","Beazer Homes - Raleigh","39 Watkins Grove","","susan.carroll","5,684.07"
"","Raleigh","P120-1214019","Approved","02/12/2025","S120-293503","Lennar - Raleigh","801 Edge of Auburn","","britney.pierson","1,359.86"
"","Raleigh","P120-1213888","Approved","02/12/2025","S120-293415","Lennar - Raleigh","802 Edge of Auburn","","britney.pierson","1,360.59"
"","Raleigh","P120-1213840","Approved","02/12/2025","S120-293375","Lennar - Raleigh","874 Edge of Auburn","","britney.pierson","1,784.32"
"","Raleigh","P120-1213820","Approved","02/12/2025","S120-293352","Adams Homes - South Raleigh Division","86 Falls of The Cape","","ryka.heath","3,687.41"
"","Raleigh","P120-1213772","Approved","02/12/2025","S120-293341","Lennar - Raleigh","875 Edge of Auburn","","britney.pierson","2,181.36"
"","Raleigh","P120-1213715","Approved","02/12/2025","","Adams Homes - North Raleigh Division","","","ryka.heath","5.27"
"","Raleigh","P120-1213643","Approved","02/11/2025","S120-293092","Lennar - Raleigh","818 Edge of Auburn","","britney.pierson","1,602.47"
"","Raleigh","P120-1213637","Approved","02/11/2025","S120-293088","Adams Homes - South Raleigh Division","88 Falls of The Cape","","ryka.heath","4,005.21"
"","Raleigh","P120-1213618","Approved","02/11/2025","S120-292980","JSJ Builders Inc. - Raleigh","41 Lucas Park","","faith.hudson","886.67"
"","Raleigh","P120-1213606","Approved","02/11/2025","S120-292974","Adams Homes - South Raleigh Division","89 Falls of The Cape","","ryka.heath","3,421.70"
"","Raleigh","P120-1213536","Approved","02/11/2025","S120-292802","Lennar - Raleigh","817 Edge of Auburn","","britney.pierson","2,181.36"
"","Raleigh","P120-1213532","Approved","02/11/2025","S120-292844","JSJ Builders Inc. - Raleigh","40 Lucas Park","","faith.hudson","532.28"
"","Raleigh","P120-1213521","Approved","02/11/2025","S120-292806","JSJ Builders Inc. - Raleigh","39 Lucas Park","","faith.hudson","621.28"
"","Raleigh","P120-1213486","Approved","02/11/2025","S120-292682","Lennar - Raleigh","806 Edge of Auburn","","britney.pierson","1,491.13"
"","Raleigh","P120-1213411","Approved","02/11/2025","S120-292538","RiverWild Homes - Raleigh","75 Harvest Meadows","","patricia.johnson","3,245.97"
"","Raleigh","P120-1213372","Approved","02/11/2025","S120-292492","Lennar - Raleigh","800 Edge of Auburn","","britney.pierson","1,501.25"
"","Raleigh","P120-1213340","Approved","02/10/2025","S120-284823","Drees Homes - Raleigh","237A Meadows @ Jones Dairy TH","","faith.hudson","3,272.39"
"","Raleigh","P120-1213314","Approved","02/10/2025","S120-292410","KB Home - Raleigh","37 Stanat Place TH","","faith.hudson","128.72"
"","Raleigh","P120-1213291","Approved","02/10/2025","","New Home Inc. LLC - Raleigh","","","ryka.heath","4,915.99"
"","Raleigh","P120-1213289","Approved","02/10/2025","S120-292373","KB Home - Raleigh","36 Stanat Place TH","","faith.hudson","55.89"
"","Raleigh","P120-1213265","Approved","02/10/2025","S120-292215","Lennar - Raleigh","805 Edge of Auburn","","britney.pierson","1,501.25"
"","Raleigh","P120-1213218","Approved","02/10/2025","S120-292234","KB Home - Raleigh","34 Stanat Place TH","","faith.hudson","55.89"
"","Raleigh","P120-1213202","Approved","02/10/2025","S120-292025","Scott Lee Homes, Inc - Raleigh","63 Kamdon Ranch","","linda.clifton","5,656.60"
"","Raleigh","P120-1213188","Approved","02/10/2025","S120-292181","Lennar - Raleigh","820 Edge of Auburn","","britney.pierson","1,610.21"
"","Raleigh","P120-1213157","Approved","02/10/2025","S120-292135","KB Home - Raleigh","32 Stanat Place TH","","faith.hudson","128.72"
"","Raleigh","P120-1213152","Approved","02/10/2025","S120-292123","Lennar - Raleigh","814 Edge of Auburn","","britney.pierson","1,610.21"
"","Raleigh","P120-1213079","Approved","02/10/2025","S120-291939","Lennar - Raleigh","816 Edge of Auburn","","britney.pierson","1,825.82"
"","Raleigh","P120-1213070","Approved","02/10/2025","S120-292038","TRI Pointe Homes - Raleigh","60 Holding Village Mews TH","","susan.carroll","365.13"
"","Raleigh","P120-1212842","Approved","02/10/2025","S120-291716","Edgerton Home Builders LLC","1000 Peedin Road","","ryka.heath","3,918.73"
"","Raleigh","P120-1212811","Approved","02/10/2025","S120-291643","Lennar - Raleigh","177 Annandale","","britney.pierson","1,091.80"
"","Raleigh","P120-1212636","Approved","02/07/2025","S120-291461","Lennar - Raleigh","819 Edge of Auburn","","britney.pierson","1,868.68"
"","Raleigh","P120-1212596","Approved","02/07/2025","S120-291457","TRI Pointe Homes - Raleigh","57 Holding Village Mews TH","","susan.carroll","314.73"
"","Raleigh","P120-1212577","Approved","02/07/2025","S120-291345","Lennar - Raleigh","807 Edge of Auburn","","britney.pierson","1,392.13"
"","Raleigh","P120-1212574","Approved","02/07/2025","S120-291405","Adams Homes - South Raleigh Division","90 Falls of The Cape","","ryka.heath","5,061.09"
"","Raleigh","P120-1212525","Approved","02/07/2025","S120-291325","TRI Pointe Homes - Raleigh","55 Holding Village Mew TH","","susan.carroll","407.13"
"","Raleigh","P120-1212437","Approved","02/06/2025","S120-291114","Adams Homes - South Raleigh Division","64 Southern Estates","","ryka.heath","3,224.76"
"","Raleigh","P120-1212430","Approved","02/06/2025","S120-291047","Lennar - Raleigh","808 Edge of Auburn","","britney.pierson","1,304.06"
"","Raleigh","P120-1212424","Approved","02/06/2025","S120-291086","Adams Homes - South Raleigh Division","10 Southern Estates","","ryka.heath","3,839.09"
"","Raleigh","P120-1212387","Approved","02/06/2025","S120-290973","Lennar - Raleigh","235 Annandale","","britney.pierson","864.60"
"","Raleigh","P120-1212348","Approved","02/06/2025","S120-290900","Adams Homes - South Raleigh Division","6 Southern Estates","","ryka.heath","3,922.51"
"","Raleigh","P120-1212337","Approved","02/06/2025","S120-290601","Lennar - Raleigh","65 Finley Landing","","britney.pierson","940.74"
"","Raleigh","P120-1212251","Approved","02/06/2025","S120-290661","Adams Homes - South Raleigh Division","44 Kipling Creek","","ryka.heath","4,100.64"
"","Raleigh","P120-1212169","Approved","02/05/2025","S120-290511","Lennar - Raleigh","8 Finley Landing","","britney.pierson","895.88"
"","Raleigh","P120-1212149","Approved","02/05/2025","S120-290534","Adams Homes - South Raleigh Division","87 Falls of The Cape","","ryka.heath","2,720.51"
"","Raleigh","P120-1212076","Approved","02/05/2025","S120-290333","Lennar - Raleigh","232 Finley Landing TH","","britney.pierson","690.83"
"","Raleigh","P120-1211845","Approved","02/05/2025","S120-290171","Lennar - Raleigh","231 Finley Landing TH","","britney.pierson","884.68"
"","Raleigh","P120-1211719","Approved","02/05/2025","S120-290053","Lennar - Raleigh","233 Finley Landing TH","","britney.pierson","769.23"
"","Raleigh","P120-1211603","Approved","02/04/2025","S120-289872","TRI Pointe Homes - Raleigh","285 Altis @ Serenity","","faith.hudson","8,774.37"
"","Raleigh","P120-1211554","Approved","02/04/2025","S120-289823","TRI Pointe Homes - Raleigh","281 Altis @ Serenity","","faith.hudson","10,152.29"
